snapshot_id,idea,input_size,model,pfr@0.3,pfr@0.5,pfr@0.8,pfr@0.9,rfp@0.3,rfp@0.5,rfp@0.8,rfp@0.9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
